5-digit FIPS Code,County,State,2010 Prescribing Rate,State Abbreviation,Name,Release Year,Premature death raw value,Poor or fair health raw value,Poor physical health days raw value,Poor mental health days raw value,Low birthweight raw value,Adult smoking raw value,Adult obesity raw value,Binge drinking raw value,Motor vehicle crash deaths raw value,Chlamydia rate raw value,Teen births raw value,Uninsured adults raw value,Primary care provider rate per 100000 population,Ratio of population to primary care physicians,Preventable hospital stays raw value,Diabetes monitoring raw value,Hospice use raw value,High school graduation raw value,College degrees raw value,Unemployment raw value,Children in poverty raw value,Income inequality raw value,Inadequate social support raw value,Single-parent households raw value,Violent crime raw value,Homicides raw value,Air pollution-particulate matter days raw value,Air pollution-ozone days raw value,Access to healthy foods raw value,Liquor store density raw value
28111,"Perry, MS",MS,75.9,MS,Perry County,2010.0,10759.4,0.2821,5.7,4.04,0.0961,0.2508,0.345,0.1199,53.0,560.5,63.1,0.253,25.00208351,3999.666667,186.3582572,0.6077,0.2932958,0.695364238,0.07575248400000001,0.084,0.301,45.4,0.1673,0.101195931,,14.1,5.0,0.0,1.0,1.666527789
28113,"Pike, MS",MS,166.0,MS,Pike County,2010.0,11609.8,0.284,4.17,4.57,0.1228,0.2823,0.366,0.1062,33.1,1091.0,72.7,0.17600000000000002,64.71151606,1545.32,148.3105305,0.7871,0.25243426,0.565400844,0.130933355,0.07200000000000001,0.4,47.7,0.2978,0.144816967,,9.6,4.0,0.0,0.428571429,2.251970474
28115,"Pontotoc, MS",MS,102.0,MS,Pontotoc County,2010.0,8101.0,0.2269,5.54,4.67,0.0908,0.2783,0.305,0.0986,33.6,270.0,68.2,0.205,21.30227934,4694.333333,96.60921063,0.8154,0.182892208,0.7122302159999999,0.110092244,0.08,0.219,44.0,0.1657,0.113588003,,3.6,7.0,2.0,0.5,0.0
28117,"Prentiss, MS",MS,128.1,MS,Prentiss County,2010.0,10953.1,0.2471,4.09,4.89,0.0941,0.3116,0.279,0.0743,41.9,249.9,49.7,0.177,35.08361595,2850.333333,104.9465035,0.7589,0.238828111,0.612068966,0.123471808,0.084,0.232,44.1,0.2413,0.111654442,,5.0,4.0,0.0,0.25,0.0
28119,"Quitman, MS",MS,–,MS,Quitman County,2010.0,16148.7,,4.55,2.95,0.1249,,0.39,0.1108,37.0,732.0,90.8,0.135,21.54475924,4641.5,141.1200104,0.4255,0.32935795,0.511811024,0.116054457,0.092,0.5,48.4,,0.188777831,,17.8,4.0,0.0,0.28571428600000004,1.09469075
28121,"Rankin, MS",MS,118.8,MS,Rankin County,2010.0,7968.1,0.1733,3.28,3.97,0.0964,0.2426,0.292,0.1115,25.0,341.6,49.8,0.193,108.8553442,918.6503497,105.9183076,0.7244,0.337421211,0.663978495,0.280838392,0.043,0.139,42.6,0.1613,0.096872383,,4.8,3.0,0.0,0.333333333,0.07379856
28123,"Scott, MS",MS,105.3,MS,Scott County,2010.0,11605.5,0.2728,4.23,4.35,0.1241,0.2916,0.358,0.1293,52.2,906.6,84.5,0.261,13.86818292,7210.75,141.7262993,0.7003,0.34191868200000003,0.54214123,0.083868446,0.051,0.303,44.1,0.2218,0.134407506,,12.0,4.0,0.0,0.5,0.0
28125,"Sharkey, MS",MS,60.0,MS,Sharkey County,2010.0,11343.8,0.1663,3.4,3.53,0.1257,,0.379,,27.8,1213.5,71.3,0.189,16.91474966,5912.0,123.8281872,0.6593,,0.5503875970000001,0.134984726,0.09,0.546,49.3,,0.185929458,,2.3,7.0,0.0,0.2,1.72860847
28127,"Simpson, MS",MS,150.5,MS,Simpson County,2010.0,11225.0,0.2535,4.96,4.29,0.1219,0.2066,0.324,0.0944,49.6,643.5,72.4,0.24,46.69372508,2141.615385,179.2263467,0.6925,0.321069073,0.611111111,0.14375,0.061,0.309,48.6,0.3163,0.108437285,,8.8,3.0,0.0,0.5,0.358114883
28129,"Smith, MS",MS,24.9,MS,Smith County,2010.0,13190.8,0.2617,4.07,3.97,0.1254,0.2141,0.332,0.1049,39.3,313.1,59.6,0.252,12.53839885,7975.5,176.2773477,0.7534,0.32901506,0.711711712,0.100168859,0.067,0.278,44.7,0.16399999999999998,0.091679834,,5.4,3.0,0.0,0.333333333,0.0
28131,"Stone, MS",MS,145.5,MS,Stone County,2010.0,12678.8,0.2562,5.76,3.83,0.1037,0.2759,0.34700000000000003,0.0831,41.9,525.4,51.3,0.241,47.57050629,2102.142857,109.04226,0.7545,0.308038089,0.552380952,0.13508263,0.061,0.265,44.9,,0.106252645,,11.0,4.0,0.0,0.666666667,0.0
28133,"Sunflower, MS",MS,55.2,MS,Sunflower County,2010.0,14237.8,0.2581,4.14,3.61,0.1436,0.2151,0.4,0.1066,36.1,791.6,89.3,0.14300000000000002,35.08883856,2849.909091,132.420222,0.65,0.301943029,0.589327146,0.127383108,0.108,0.509,48.9,0.29600000000000004,0.218723937,,10.0,8.0,0.0,0.4,1.28787147
28135,"Tallahatchie, MS",MS,10.6,MS,Tallahatchie County,2010.0,13510.7,0.3683,5.68,6.15,0.1316,0.2771,0.361,0.0933,47.2,1587.2,86.2,0.162,21.69824968,4608.666667,107.8907787,0.8243,0.252210569,0.581081081,0.11796834,0.08800000000000001,0.396,47.1,,0.156552628,,18.1,4.0,0.0,0.1,0.7376263190000001
28137,"Tate, MS",MS,133.4,MS,Tate County,2010.0,10780.7,0.2118,4.87,4.49,0.0932,0.3505,0.343,0.106,48.6,797.1,62.3,0.202,34.20362558,2923.666667,136.1778983,0.8172,0.241403453,0.620218579,0.138601824,0.07,0.219,42.3,0.267,0.118915588,,7.2,6.0,6.0,0.5,0.0
28139,"Tippah, MS",MS,137.4,MS,Tippah County,2010.0,9801.6,0.3114,5.55,5.64,0.1219,0.2619,0.314,0.0513,42.3,461.2,76.0,0.199,28.27387965,3536.833333,124.269482,0.7683,0.218202945,0.607902736,0.061379801,0.101,0.243,41.7,0.2658,0.125956593,,4.8,4.0,0.0,0.333333333,0.474180853
28141,"Tishomingo, MS",MS,121.4,MS,Tishomingo County,2010.0,11669.5,0.2694,4.84,5.86,0.0951,0.303,0.275,0.1274,46.7,198.8,65.7,0.238,36.97443482,2704.571429,149.7004255,0.6055,0.276153041,0.620087336,0.09405673,0.092,0.228,45.5,0.2876,0.076360118,,5.3,5.0,0.0,0.8,0.5264266160000001
28143,"Tunica, MS",MS,–,MS,Tunica County,2010.0,14359.1,0.2566,2.97,2.69,0.13699999999999998,0.2425,0.411,0.1312,42.1,1670.0,114.8,0.103,0.0,-10419.0,140.2554166,0.6095,0.316273152,0.68707483,0.096485897,0.11,0.365,47.8,,0.184406417,,30.5,4.0,0.0,0.25,0.0
28145,"Union, MS",MS,139.7,MS,Union County,2010.0,10119.3,0.2298,3.77,3.85,0.1157,0.2758,0.308,0.1063,29.6,362.9,73.0,0.222,75.02438292,1332.9,107.6337964,0.8596,0.19907073,0.647230321,0.111085583,0.07200000000000001,0.203,40.5,0.2563,0.090992741,,4.4,7.0,2.0,0.25,0.0
28147,"Walthall, MS",MS,55.0,MS,Walthall County,2010.0,11067.8,0.2721,4.94,4.04,0.1035,0.2361,0.363,0.1043,46.4,559.7,66.1,0.252,60.11220946,1663.555556,164.26687009999995,0.6609,0.264417568,0.685863874,0.114810368,0.073,0.412,46.7,0.2081,0.116740837,,11.4,4.0,0.0,1.0,0.0
28149,"Warren, MS",MS,136.9,MS,Warren County,2010.0,10916.5,0.1994,3.51,3.7,0.1204,0.2649,0.345,0.1357,24.5,843.7,71.1,0.163,76.12542178,1313.621622,109.7847695,0.7296,0.211195511,0.523520486,0.225503486,0.066,0.281,46.1,0.2641,0.137454396,,11.9,4.0,0.0,0.2,1.4242985330000002
28151,"Washington, MS",MS,96.0,MS,Washington County,2010.0,13419.2,0.2168,4.14,3.43,0.1325,0.2446,0.36,0.081,31.9,1348.1,90.4,0.131,57.26581751,1746.2424239999998,85.45848448,0.6132,0.313178508,0.6075334139999999,0.181270377,0.098,0.46,52.5,0.2877,0.182687755,,23.0,7.0,0.0,0.214285714,1.414577218
28153,"Wayne, MS",MS,177.3,MS,Wayne County,2010.0,10628.3,0.2926,5.23,5.43,0.1083,0.1903,0.32299999999999995,0.1069,36.7,640.2,77.1,0.211,28.73012833,3480.666667,140.47419209999998,0.6535,0.217879703,0.587412587,0.085432804,0.078,0.327,44.6,0.2596,0.102433372,,6.1,6.0,0.0,0.333333333,0.0
28155,"Webster, MS",MS,–,MS,Webster County,2010.0,10258.3,0.2263,4.52,3.93,0.1108,0.2502,0.309,0.0724,28.5,418.3,77.4,0.214,20.38735984,4905.0,189.2372349,0.7087,0.12496982,0.680555556,0.139317984,0.093,0.28600000000000003,45.2,0.1442,0.095447628,,5.7,4.0,0.0,0.5,0.0
28157,"Wilkinson, MS",MS,20.3,MS,Wilkinson County,2010.0,13000.6,0.2491,3.69,3.49,0.1544,0.2273,0.377,0.1559,36.2,898.5,71.4,0.198,68.97231254,1449.857143,94.4744243,0.7943,0.238933735,0.727272727,0.107635361,0.084,0.474,51.0,,0.16103746900000002,,12.5,2.0,0.0,1.0,0.963298334
28159,"Winston, MS",MS,108.4,MS,Winston County,2010.0,12139.6,0.2466,4.84,3.81,0.1218,0.2249,0.354,0.0766,40.3,989.4,69.2,0.211,30.52813677,3275.666667,80.02247849,0.9091,0.320200963,0.57751938,0.146849023,0.078,0.309,46.6,,0.129254379,,5.0,4.0,0.0,1.0,0.0
28161,"Yalobusha, MS",MS,60.7,MS,Yalobusha County,2010.0,11791.7,0.2456,4.26,3.49,0.1084,0.2686,0.341,0.0849,26.7,791.0,90.8,0.182,7.414547342,13487.0,150.3402037,0.7225,0.185839553,0.576271186,0.105085553,0.09,0.359,47.1,,0.117193202,,12.8,4.0,0.0,0.4,1.4783058619999998
28163,"Yazoo, MS",MS,58.8,MS,Yazoo County,2010.0,11919.6,0.245,3.85,3.16,0.1256,0.2167,0.364,0.0776,33.5,1378.5,93.6,0.189,21.55249829,4639.833333,94.47223125,0.6455,0.30620247,0.573619632,0.103117783,0.08900000000000001,0.405,48.4,0.3221,0.16876240899999995,,19.1,5.0,0.0,0.14285714300000002,0.7349428579999999
30001,"Beaverhead, MT",MT,61.6,MT,Beaverhead County,2010.0,4871.2,0.09,3.22,3.26,0.0967,0.1057,0.23,0.1576,43.2,285.9,23.8,0.23,102.7279991,973.4444444,77.95174804,0.8095,0.22752237,0.833333333,0.263690987,0.036000000000000004,0.21600000000000005,43.8,0.1587,0.054831705,,3.2,1.0,0.0,0.125,1.129433025
30003,"Big Horn, MT",MT,39.5,MT,Big Horn County,2010.0,14211.5,0.1881,3.71,3.2,0.0654,0.2963,0.324,0.1662,80.6,836.2,96.1,0.174,86.14613517,1160.818182,158.0129065,0.3793,,,0.142958446,0.076,0.34,40.9,0.261,0.13761467900000002,,6.7,0.0,0.0,0.3,0.0
30005,"Blaine, MT",MT,44.9,MT,Blaine County,2010.0,11528.4,0.1805,4.0,2.95,0.0683,0.313,0.329,0.2175,59.5,423.3,76.2,0.226,90.84027252,1100.833333,109.0294923,0.4783,,0.75862069,0.173986487,0.041,0.325,43.6,0.2664,0.109556178,,8.5,0.0,0.0,0.428571429,3.045530684
30007,"Broadwater, MT",MT,43.8,MT,Broadwater County,2010.0,9555.6,0.1646,3.87,3.61,0.0884,0.1357,0.228,0.1141,45.4,109.4,27.2,0.231,45.17732099,2213.5,53.43230577,0.5385,0.276815267,0.811594203,0.150277687,0.048,0.18,40.1,0.183,0.062214612,,0.0,0.0,0.0,0.25,0.0
30009,"Carbon, MT",MT,–,MT,Carbon County,2010.0,6787.7,0.1076,2.3,2.29,0.0708,0.1842,0.262,0.1829,34.0,90.9,15.1,0.273,71.72866072,1394.142857,69.50869533,0.8193,0.335003997,0.976190476,0.232801075,0.038,0.153,41.4,0.1473,0.059286593,,1.5,0.0,0.0,0.2,2.060793406
30011,"Carter, MT",MT,–,MT,Carter County,2010.0,,0.1583,3.27,1.88,,0.1116,0.24,,54.3,0.0,,0.308,0.0,-1321.0,51.36504433,,,,0.13636363599999998,0.03,0.201,41.4,,0.055248619000000006,,0.0,0.0,0.0,0.2,0.0
30013,"Cascade, MT",MT,114.0,MT,Cascade County,2010.0,7268.9,0.1386,3.88,3.17,0.0718,0.185,0.244,0.1457,18.5,449.7,50.0,0.168,84.38715359,1185.014493,51.24575127,0.8355,0.378904568,1.0,0.21475933,0.041,0.197,43.8,0.1751,0.091928596,,4.2,0.0,0.0,0.27777777800000003,0.732618623
30015,"Chouteau, MT",MT,50.2,MT,Chouteau County,2010.0,7817.6,0.13,2.9,2.74,,0.1417,0.248,0.1937,18.0,0.0,,0.309,56.56108597,1768.0,72.09490087,0.9362,,,0.205368778,0.032,0.261,42.8,0.1574,0.07277628,,2.6,0.0,0.0,0.428571429,0.0
30017,"Custer, MT",MT,100.9,MT,Custer County,2010.0,9232.9,0.1257,2.95,2.34,0.0838,0.2048,0.258,0.1955,16.4,152.5,36.2,0.16899999999999998,89.6458987,1115.5,74.66089134,0.7541,0.307110551,,0.188131475,0.038,0.194,42.0,0.1899,0.094169463,,2.5,0.0,0.0,0.25,0.900333123
30019,"Daniels, MT",MT,–,MT,Daniels County,2010.0,,0.1107,2.03,2.51,,0.1084,0.224,0.2099,7.6,56.4,,0.381,0.0,-1774.0,89.36703174,0.8824,,0.925925926,0.141104295,0.033,0.177,45.0,,0.049327354,,0.0,0.0,0.0,0.25,0.0
30021,"Dawson, MT",MT,96.6,MT,Dawson County,2010.0,6833.6,0.1542,4.0,3.15,0.062,0.2151,0.255,0.1819,19.7,162.3,29.1,0.188,70.29053421,1422.666667,77.86423716,0.6818,0.322743303,,0.15078721,0.033,0.156,41.5,0.1611,0.064551724,,3.3,0.0,0.0,0.25,1.168770454
30023,"Deer Lodge, MT",MT,101.7,MT,Deer Lodge County,2010.0,9815.9,0.181,4.67,4.62,0.0939,0.2557,0.267,0.1419,28.3,168.8,36.7,0.153,88.97786676,1123.875,93.5212244,0.7979,,,0.147478736,0.059,0.254,45.2,0.1818,0.079599499,,7.9,2.0,0.0,0.5,1.129943503
30025,"Fallon, MT",MT,–,MT,Fallon County,2010.0,8987.6,0.179,3.64,2.15,0.0909,0.2082,0.261,,31.7,147.2,,0.256,0.0,-2717.0,89.5505689,0.8214,,0.916666667,0.14418604699999998,0.023,0.117,42.6,0.1943,0.05877193,,0.0,0.0,0.0,0.333333333,0.0
30027,"Fergus, MT",MT,75.3,MT,Fergus County,2010.0,6257.4,0.1236,3.01,2.59,0.068,0.1639,0.236,0.1416,19.9,60.9,19.6,0.222,106.7046061,937.1666667000003,67.29338741,0.9346,0.157827015,0.791666667,0.190952955,0.042,0.233,42.4,0.1825,0.06090535,,3.7,0.0,0.0,0.1,0.8900756559999999
30029,"Flathead, MT",MT,119.2,MT,Flathead County,2010.0,7582.4,0.1192,3.41,3.04,0.063,0.1941,0.2,0.1767,28.5,228.6,37.3,0.19,90.87053977,1100.466667,57.06488444,0.7568,0.235618582,,0.224319207,0.059,0.175,44.3,0.1568,0.082736244,,2.3,1.0,0.0,0.333333333,0.82710054
30031,"Gallatin, MT",MT,66.8,MT,Gallatin County,2010.0,4588.3,0.0895,2.41,2.38,0.0574,0.1422,0.175,0.2223,21.6,302.8,16.5,0.256,94.16662537,1061.947368,54.64427709,0.8370000000000001,0.276173199,0.684210526,0.410098614,0.037000000000000005,0.115,41.9,0.1465,0.06127721,,1.7,3.0,0.0,0.571428571,0.591793015
30033,"Garfield, MT",MT,2.7,MT,Garfield County,2010.0,,0.0682,1.34,2.31,,,0.255,,23.2,0.0,,0.382,0.0,-1244.0,,,,,0.167623421,0.033,0.211,43.8,,0.048872181,,0.0,0.0,0.0,0.2,0.0
30035,"Glacier, MT",MT,58.8,MT,Glacier County,2010.0,14647.0,0.183,4.13,4.15,0.0736,0.3502,0.309,0.2078,61.2,847.0,91.9,0.162,52.2817238,1912.714286,184.9831408,0.3125,,,0.164973588,0.083,0.34,45.0,0.2673,0.134990706,,7.5,0.0,0.0,0.5,1.489979885
30037,"Golden Valley, MT",MT,–,MT,Golden Valley County,2010.0,,,,,,,0.244,,13.4,0.0,,0.285,0.0,-1150.0,,,,0.933333333,0.161931818,0.045,0.389,49.4,,0.02739726,,0.0,0.0,0.0,0.0,0.0
30039,"Granite, MT",MT,–,MT,Granite County,2010.0,11561.8,0.1712,5.56,2.89,,0.165,0.237,0.1484,19.9,103.1,,0.313,0.0,-2909.0,77.35721,0.8889,,0.75,0.22082495,0.058,0.223,45.5,0.2194,0.064166667,,5.0,6.0,0.0,0.666666667,0.0
30041,"Hill, MT",MT,137.3,MT,Hill County,2010.0,8065.8,0.151,3.21,3.17,0.0684,0.2763,0.29,0.2379,27.9,737.7,59.9,0.17800000000000002,67.89704339,1472.818182,128.6214239,0.6299,0.173645723,,0.200079753,0.045,0.24,42.4,0.21600000000000005,0.101130556,,0.9,0.0,0.0,0.14285714300000002,0.6083095079999999
30043,"Jefferson, MT",MT,9.6,MT,Jefferson County,2010.0,7732.0,0.1431,3.06,3.45,0.0611,0.1929,0.223,0.1479,26.0,44.4,17.5,0.196,102.1355618,979.0909091,46.62879626,0.7375,,,0.276611583,0.04,0.129,39.2,0.1902,0.056311716,,1.4,1.0,0.0,0.333333333,0.0
30045,"Judith Basin, MT",MT,–,MT,Judith Basin County,2010.0,6310.4,0.138,3.31,2.27,,0.1436,0.257,,19.4,46.7,,0.317,0.0,-2142.0,60.95386593,,,1.0,0.235736677,0.04,0.228,43.8,,0.03575184,,0.0,0.0,0.0,0.2,0.0
30047,"Lake, MT",MT,85.4,MT,Lake County,2010.0,9302.3,0.1329,3.35,3.6,0.0838,0.2356,0.259,0.1612,51.7,506.9,53.3,0.232,82.31630937,1214.826087,62.8442079,0.8638,0.191734631,0.84,0.221907961,0.067,0.33,46.5,0.1904,0.108320251,,4.7,1.0,0.0,0.4166666670000001,0.7043741640000001
30049,"Lewis and Clark, MT",MT,84.0,MT,Lewis and Clark County,2010.0,6867.5,0.1246,3.4,3.28,0.0838,0.1893,0.21,0.17800000000000002,15.8,258.0,33.3,0.141,98.06282903,1019.754386,46.74973761,0.8198,0.321504674,0.8620689659999999,0.315808122,0.036000000000000004,0.136,40.2,0.1438,0.08932166300000001,,3.5,4.0,0.0,0.266666667,0.508448723
30051,"Liberty, MT",MT,–,MT,Liberty County,2010.0,,0.0968,1.36,3.7,,0.0981,0.246,0.1376,21.4,0.0,,0.212,51.44032922,1944.0,118.349163,0.9375,,,0.176190476,0.037000000000000005,0.192,42.6,,0.045618247,,7.1,0.0,0.0,0.25,0.0
30053,"Lincoln, MT",MT,144.3,MT,Lincoln County,2010.0,7390.9,0.1763,4.2,3.65,0.06,0.2506,0.226,0.1553,30.7,312.1,38.5,0.206,75.00267867,1333.285714,55.90749664,0.8143,0.152665095,0.710059172,0.136685117,0.094,0.284,43.2,0.1319,0.079469346,,1.5,7.0,0.0,0.428571429,1.071753925
30055,"McCone, MT",MT,–,MT,McCone County,2010.0,,0.0913,2.34,1.97,,0.0983,0.225,0.1071,47.3,56.8,,0.238,0.0,-1760.0,86.60472287,0.8421,,,0.163755459,0.026,0.18,42.3,0.1854,0.033333333,,0.0,0.0,0.0,0.333333333,0.0
30057,"Madison, MT",MT,29.1,MT,Madison County,2010.0,7438.2,0.1003,2.58,2.36,,0.1559,0.204,0.1716,47.3,40.5,13.7,0.307,84.72182999,1180.333333,94.71089925,0.92,,0.851851852,0.25520728,0.037000000000000005,0.179,43.4,0.1344,0.043978349000000014,,2.1,0.0,0.0,0.181818182,1.390240512
30059,"Meagher, MT",MT,47.5,MT,Meagher County,2010.0,,0.1058,2.59,3.49,,0.2091,0.254,0.127,59.3,0.0,,0.306,157.31515469999997,635.6666667000002,84.25397009,0.8333,,,0.187406297,0.062,0.24,44.5,,0.058530510999999986,,7.4,0.0,0.0,0.333333333,0.0
30061,"Mineral, MT",MT,–,MT,Mineral County,2010.0,9969.2,0.1323,5.18,4.01,0.0868,0.2272,0.264,0.1321,33.2,123.2,39.3,0.258,25.37427049,3941.0,84.77859154,0.5319,,1.0,0.12337421,0.064,0.289,45.3,,0.070075758,,3.7,0.0,0.0,0.333333333,0.0
30063,"Missoula, MT",MT,109.2,MT,Missoula County,2010.0,5670.5,0.1005,3.11,3.2,0.0701,0.1957,0.192,0.215,18.0,276.1,23.9,0.197,95.03840727,1052.206186,56.65271321,0.7845,0.294405603,0.871287129,0.328004317,0.045,0.172,43.5,0.1539,0.08228622,,2.3,5.0,0.0,0.4375,0.672637122
30065,"Musselshell, MT",MT,–,MT,Musselshell County,2010.0,9067.8,0.132,3.24,2.82,0.081,0.1552,0.206,0.111,25.8,65.4,31.1,0.306,68.55575868,1458.666667,147.2838126,0.62,,,0.16692863900000002,0.054000000000000006,0.311,45.2,0.1325,0.062832801,,3.2,0.0,0.0,0.25,0.0
30067,"Park, MT",MT,39.4,MT,Park County,2010.0,8022.0,0.1688,3.99,3.21,0.0548,0.1599,0.189,0.1578,31.8,99.5,28.1,0.23,101.5421717,984.8125,70.67119949,0.8590000000000001,0.328153412,,0.230818124,0.046,0.154,43.4,0.1702,0.071616872,,2.7,0.0,0.0,0.333333333,1.888336376
30069,"Petroleum, MT",MT,–,MT,Petroleum County,2010.0,,,,,,,0.221,,59.6,421.9,,0.358,0.0,-474.0,,,,1.0,0.174174174,0.053,0.292,53.0,,0.061611374,,0.0,0.0,0.0,0.0,0.0
30071,"Phillips, MT",MT,63.2,MT,Phillips County,2010.0,5157.5,0.1643,3.11,5.0,,0.1482,0.241,0.1067,37.0,73.2,24.7,0.255,24.76473502,4038.0,129.01833059999998,0.6905,,0.950819672,0.17053513899999995,0.045,0.232,44.4,0.2117,0.063311688,,0.0,0.0,0.0,0.333333333,2.516356316
30073,"Pondera, MT",MT,73.5,MT,Pondera County,2010.0,11394.2,0.1286,3.14,2.24,0.0478,0.1806,0.268,0.1858,62.7,66.3,44.4,0.184,66.96802277,1493.25,94.77920793,0.5185,,,0.197663096,0.049,0.245,42.4,0.2096,0.079253112,,4.6,0.0,0.0,0.166666667,0.0
30075,"Powder River, MT",MT,73.7,MT,Powder River County,2010.0,,0.1003,3.46,0.78,,0.1368,0.218,0.1689,72.0,113.9,,0.337,0.0,-1756.0,68.57937162,,,,0.159591195,0.031,0.195,43.3,,0.039348711,,0.0,0.0,0.0,0.2,0.0
30077,"Powell, MT",MT,85.8,MT,Powell County,2010.0,8505.7,0.1495,3.36,3.37,0.0881,0.239,0.254,0.175,22.5,100.0,35.2,0.181,71.88039103,1391.2,80.1658359,0.8148,,,0.13063946699999998,0.068,0.199,40.3,0.1596,0.08092485599999999,,6.1,3.0,0.0,0.14285714300000002,0.0
30079,"Prairie, MT",MT,–,MT,Prairie County,2010.0,,0.0626,2.19,3.42,,0.1828,0.267,0.1703,0.0,0.0,,0.285,92.85051068,1077.0,82.58045012,0.7727,,1.0,0.147864184,0.038,0.214,39.6,,0.026070764,,0.0,0.0,0.0,0.333333333,0.0
30081,"Ravalli, MT",MT,99.9,MT,Ravalli County,2010.0,5934.1,0.1094,3.4,3.11,0.0627,0.1899,0.185,0.1432,23.6,101.0,33.0,0.236,71.41946180000002,1400.178571,58.51783509,0.8495,0.333344465,0.83632287,0.22503562,0.058,0.205,46.2,0.1701,0.07355308299999999,,3.4,7.0,0.0,0.5,0.7530876590000001
30083,"Richland, MT",MT,68.2,MT,Richland County,2010.0,7179.3,0.1252,2.84,2.39,0.0581,0.1929,0.28300000000000003,0.1823,32.6,161.4,32.9,0.198,77.60532151,1288.571429,112.0430508,0.8974,0.170582336,,0.171928728,0.028,0.147,42.3,0.1571,0.076585869,,0.0,0.0,0.0,0.4,1.099263494
30085,"Roosevelt, MT",MT,34.3,MT,Roosevelt County,2010.0,16963.8,0.1859,4.04,2.86,0.0702,0.3228,0.299,0.2254,41.1,800.3,89.9,0.19,28.86836028,3464.0,148.46240880000005,0.6392,,1.0,0.15621418,0.067,0.417,44.9,0.2383,0.16922647300000002,,19.2,0.0,0.0,0.333333333,0.0
30087,"Rosebud, MT",MT,37.5,MT,Rosebud County,2010.0,12296.3,0.1454,3.28,3.26,0.0717,0.2299,0.391,0.1775,46.5,593.9,68.3,0.19,65.59527714,1524.5,122.846314,0.7436,,,0.17607793600000002,0.057,0.273,40.8,0.1864,0.119443605,,4.7,1.0,0.0,0.363636364,0.0
30089,"Sanders, MT",MT,75.5,MT,Sanders County,2010.0,9783.3,0.1434,3.55,2.68,0.0706,0.1986,0.223,0.1252,44.8,125.7,37.0,0.268,74.54342154,1341.5,62.41138314,0.7305,0.195531058,,0.155481911,0.091,0.261,43.9,0.1588,0.067633981,,5.4,0.0,0.0,0.444444444,0.0
30091,"Sheridan, MT",MT,83.2,MT,Sheridan County,2010.0,7477.7,0.1517,2.9,2.48,,0.1785,0.27,0.2281,11.6,87.0,,0.278,57.62028234,1735.5,85.22917792,0.7907,,1.0,0.183896281,0.028,0.195,42.8,0.254,0.043653073,,3.9,0.0,0.0,0.2,0.0
30093,"Silver Bow, MT",MT,122.8,MT,Silver Bow County,2010.0,9928.0,0.1752,3.68,3.47,0.0722,0.2328,0.212,0.1672,19.7,317.1,41.8,0.13699999999999998,88.58478175,1128.862069,63.60925048,0.8252,0.202053659,,0.216997879,0.043,0.203,44.3,0.175,0.082317073,,4.3,4.0,0.0,0.125,0.6119576529999999
30095,"Stillwater, MT",MT,49.1,MT,Stillwater County,2010.0,8059.2,0.1064,3.41,2.1,0.0859,0.1438,0.227,0.2142,29.1,92.5,24.8,0.211,36.11412062,2769.0,53.62897386,0.7833,0.32726664,,0.17844460199999998,0.04,0.111,39.8,0.1877,0.051948052,,5.1,0.0,0.0,0.428571429,2.355990105
30097,"Sweet Grass, MT",MT,–,MT,Sweet Grass County,2010.0,8280.2,0.0772,2.51,2.46,0.0805,0.1433,0.2,0.1806,31.5,79.8,,0.308,55.00550055,1818.0,74.83636204,0.4474,,,0.235625251,0.024,0.119,43.9,0.116,0.038617886,,3.9,0.0,0.0,0.25,0.0
30099,"Teton, MT",MT,78.4,MT,Teton County,2010.0,5785.0,0.1222,2.9,3.16,,0.1677,0.248,0.1508,32.0,81.8,,0.299,32.70111184,3058.0,66.51299533,0.8,0.234431389,,0.208149011,0.037000000000000005,0.179,40.2,0.1482,0.056343578,,0.0,0.0,0.0,0.333333333,0.0
30101,"Toole, MT",MT,75.1,MT,Toole County,2010.0,4298.4,0.1278,3.99,2.27,,0.2724,0.276,0.2287,27.1,157.7,33.6,0.201,95.76709443,1044.2,128.91593020000002,0.6481,,0.9,0.16750700300000002,0.029,0.177,42.1,0.1311,0.062691132,,2.7,0.0,0.0,0.14285714300000002,3.858769053
30103,"Treasure, MT",MT,–,MT,Treasure County,2010.0,,,,,,,0.235,,18.8,147.1,,0.344,0.0,-680.0,116.9236174,0.6739,,1.0,0.181975737,0.039,0.244,40.1,,0.042016807,,0.0,0.0,0.0,0.0,0.0
30105,"Valley, MT",MT,50.8,MT,Valley County,2010.0,8759.6,0.1216,2.33,2.94,0.0582,0.2008,0.247,0.2152,37.3,114.4,43.2,0.213,42.68639727,2342.666667,66.26342937,0.7105,,0.949367089,0.157343312,0.038,0.228,42.6,0.2367,0.077142857,,0.0,0.0,0.0,0.090909091,2.884754075
30107,"Wheatland, MT",MT,–,MT,Wheatland County,2010.0,8875.1,0.1022,3.46,1.41,,0.2116,0.262,0.1791,88.0,51.0,,0.251,98.52216749,1015.0,63.27271947,0.7778,,,0.134615385,0.037000000000000005,0.343,40.6,0.0893,0.053927315,,6.8,0.0,0.0,0.5,0.0
30109,"Wibaux, MT",MT,–,MT,Wibaux County,2010.0,,,,,,,0.213,,73.3,0.0,,0.29100000000000004,0.0,-909.0,,,,0.833333333,0.159891599,0.032,0.195,49.0,,0.052256532,,0.0,0.0,0.0,1.0,0.0
